1 	 0 	 1 	 0
1000001 	 13815539189000 	 18661761741953 	 27631078378001
2000001 	 58034690988743 	 78647042967809 	 116069381977487
3000001 	 134227198104444 	 184838753402241 	 268454396208889
4000001 	 243229004319802 	 330588163871233 	 486458008639605
5000001 	 385623871009461 	 549165109380737 	 771247742018922
6000001 	 561861914266181 	 775355001608961 	 1123723828532362
7000001 	 772309842303866 	 1069676505550721 	 1544619684607733
8000001 	 1017277196696474 	 1386352639484929 	 2034554393392948
9000001 	 1297031843188590 	 1895788278519937 	 2594063686377180
10000001 	 1611809897457762 	 2296660417522945 	 3223619794915525
11000001 	 1961822473217226 	 2759397294465409 	 3923644946434452
12000001 	 2347260481126358 	 3245419982435841 	 4694520962252717
13000001 	 2768298164598938 	 3908290270702209 	 5536596329197876
14000001 	 3225095780693507 	 4474705994202881 	 6450191561387015
15000001 	 3717801681496800 	 5143935927350145 	 7435603362993600
16000001 	 4246553962551433 	 5801410525939713 	 8493107925102867
17000001 	 4811481790740552 	 7166914340338817 	 9622963581481104
18000001 	 5412706489750564 	 7907153078079745 	 10825412979501128
19000001 	 6050342438782289 	 8758620635465089 	 12100684877564578
20000001 	 6724497825057038 	 9586641630091777 	 13448995650114076
21000001 	 7435275280219678 	 10695419705347713 	 14870550560439356
22000001 	 8182772423368485 	 11521589133861633 	 16365544846736970
23000001 	 8967082328135859 	 12469729048500097 	 17934164656271718
24000001 	 9788293927358948 	 13557679881743361 	 19576587854717896
25000001 	 10646492365989634 	 14584923530682497 	 21292984731979268
26000001 	 11541759310713958 	 16309161030808833 	 23083518621427916
27000001 	 12474173223085892 	 17406797992044929 	 24948346446171784
28000001 	 13443809601693412 	 18682823920811521 	 26887619203386824
29000001 	 14450741197869366 	 19889964242301569 	 28901482395738732
30000001 	 15495038208666284 	 21475743649400577 	 30990076417332568
31000001 	 16576768450182772 	 22770448235281281 	 33153536900365544
32000001 	 17695997513822128 	 24229642039758849 	 35391995027644256
33000001 	 18852788907653308 	 25545607401342081 	 37705577815306616
34000001 	 20047204184710232 	 29823657293355265 	 40094408369420464
35000001 	 21279303059790892 	 31288027322600833 	 42558606119581784
36000001 	 22549143516090964 	 32924612240318977 	 45098287032181928
37000001 	 23856781902818756 	 34469762585138817 	 47713563805637512
38000001 	 25202273024780680 	 36478482465860353 	 50404546049561360
39000001 	 26585670224794504 	 38113411174752129 	 53171340449589008
40000001 	 28007025459676356 	 39946566440367105 	 56014050919352712
41000001 	 29466389370452680 	 41651365741963393 	 58932778740905360
42000001 	 30963811347367996 	 44545678737390849 	 61927622694735992
43000001 	 32499339590190476 	 46353304461275521 	 64998679180380952
44000001 	 34073021164258224 	 48022356447446529 	 68146042328516448
45000001 	 35684902052658144 	 50084973799029377 	 71369804105316288
46000001 	 37335027204885328 	 51994916102000385 	 74670054409770656
47000001 	 39023440582292488 	 54527338147152769 	 78046881164584976
48000001 	 40750185200605800 	 56534719430973441 	 81500370401211600
49000001 	 42515303169754280 	 58747225294032001 	 85030606339508560
50000001 	 44318835731234432 	 60839694022729985 	 88637671462468864
51000001 	 46160823293209360 	 65776875657467265 	 92321646586418720
52000001 	 48041305463522040 	 67940644019235329 	 96082610927044080
53000001 	 49960321080784640 	 70379242489077377 	 99920642161569280
54000001 	 51917908243690680 	 72543191860179713 	 103835816487381360
55000001 	 53914104338682992 	 75521169964279681 	 107828208677365984
56000001 	 55948946066097984 	 77867295571246081 	 111897892132195968
57000001 	 58022469464896448 	 80481378271752321 	 116044938929792896
58000001 	 60134709936080600 	 82923856853206273 	 120269419872161200
59000001 	 62285702264889136 	 87029561711835521 	 124571404529778272
60000001 	 64475480641853592 	 89502974477602305 	 128950961283707184
61000001 	 66704078682792872 	 92312487841399425 	 133408157365585744
62000001 	 68971529447816000 	 94925792817125121 	 137943058895632000
63000001 	 71277865459397528 	 98323018288024449 	 142555730918795056
64000001 	 73623118719585280 	 101014568031035393 	 147246237439170560
65000001 	 76007320726394864 	 103489446301078657 	 152014641452789728
66000001 	 78430502489441328 	 106538429473368321 	 156861004978882656
67000001 	 80892694544854928 	 109348854873578881 	 161785389089709856
68000001 	 83393926969523616 	 123918629037421057 	 166787853939047232
69000001 	 85934229394702624 	 126814149450507905 	 171868458789405248
70000001 	 88513631019027632 	 130052109150403329 	 177027262038055264
71000001 	 91132160620966240 	 132977340662443905 	 182264321241932480
72000001 	 93789846570739504 	 136882448817275905 	 187579693141479008
73000001 	 96486716841743024 	 139929062515816577 	 192973433683486048
74000001 	 99222799021495616 	 143355050192555265 	 198445598042991232
75000001 	 101998120322140608 	 146506315632542081 	 203996240644281216
76000001 	 104812707590524592 	 151689929711441409 	 209625415181049184
77000001 	 107666587317875344 	 154924337797581441 	 215333174635750688
78000001 	 110559785649100368 	 158537644543008513 	 221119571298200736
79000001 	 113492328391725152 	 161837819842237313 	 226984656783450304
80000001 	 116464241024490160 	 166186265601468417 	 232928482048980320
81000001 	 119475548705622960 	 169527499342830721 	 238951097411245920
82000001 	 122526276280802320 	 173329462803853569 	 245052552561604640
83000001 	 125616448290828960 	 176818987194918273 	 251232896581657920
84000001 	 128746088979017360 	 185238714781563393 	 257492177958034720
85000001 	 131915222298321952 	 188813330091863681 	 263830444596643904
86000001 	 135123871918210304 	 192809217673102081 	 270247743836420608
87000001 	 138372061231294992 	 196134326312286081 	 276744122462589984
88000001 	 141659813359735712 	 199833425613786113 	 283319626719471424
89000001 	 144987151161421472 	 204679196742025345 	 289974302322842944
90000001 	 148354097235943424 	 208439895016117505 	 296708194471886848
91000001 	 151760673930367552 	 212646515675974017 	 303521347860735104
92000001 	 155206903344815776 	 216443664224001537 	 310413806689631552
93000001 	 158692807337864032 	 222991292441498241 	 317385614675728064
94000001 	 162218407531765504 	 226945352400611073 	 324436815063531008
95000001 	 165783725317506048 	 231314989379083137 	 331567450635012096
96000001 	 169388781859699200 	 235354877531893761 	 338777563719398400
97000001 	 173033598101327168 	 240647595936162945 	 346067196202654336
98000001 	 176718194768334752 	 244592900980128001 	 353436389536669504
99000001 	 180442592374081760 	 249173759282539905 	 360885184748163520
100000001 	 184206811223659808 	 253358775890919937 	 368413622447319616
101000001 	 188010871418078720 	 269217951790020225 	 376021742836157440
102000001 	 191854792858328480 	 273511502425869057 	 383709585716656960
103000001 	 195738595249320544 	 278199894252519297 	 391477190498641088
104000001 	 199662298103714176 	 282578575868941313 	 399324596207428352
105000001 	 203625920745631744 	 288317364365084801 	 407251841491263488
106000001 	 207629482314267104 	 292752969744309505 	 415258964628534208
107000001 	 211673001767391968 	 297711449578246529 	 423346003534783936
108000001 	 215756497884762816 	 301836767224718849 	 431512995769525632
109000001 	 219879989271433152 	 306445400336325249 	 439759978542866304
110000001 	 224043494360973984 	 314184679637118721 	 448086988721947968
111000001 	 228247031418606144 	 318836030340342657 	 456494062837212288
112000001 	 232490618544247648 	 324013182060984321 	 464981237088495296
113000001 	 236774273675478720 	 328792970139135105 	 473548547350957440
114000001 	 241098014590428256 	 334921512859009281 	 482196029180856512
115000001 	 245461858910583328 	 339763888064607617 	 490923717821166656
116000001 	 249865824103525888 	 345151427180825089 	 499731648207051776
117000001 	 254309927485597632 	 350048630966091393 	 508619854971195264
118000001 	 258794186224496544 	 362042246611342081 	 517588372448993088
119000001 	 263318617341807360 	 366837181244196737 	 526637234683614720
120000001 	 267883237715467552 	 372411897670409217 	 535766475430935104
121000001 	 272488064082171712 	 377510168180887681 	 544976128164343424
122000001 	 277133113039715776 	 384133951121597697 	 554266226079431552
123000001 	 281818401049283776 	 389315841589762433 	 563636802098567552
124000001 	 286543944437678176 	 395079171020500481 	 573087888875356352
125000001 	 291309759399496320 	 400248820553196161 	 582619518798992640
126000001 	 296115861999254208 	 409168072900097793 	 592231723998508416
127000001 	 300962268173459584 	 414486733544385409 	 601924536346919168
128000001 	 305848993732636160 	 420442271868141569 	 611697987465272320
129000001 	 310776054363299392 	 425879201319498881 	 621552108726598784
130000001 	 315743465629887296 	 430857784944314625 	 631486931259774592
131000001 	 320751242976645376 	 437990039581818241 	 641502485953290752
132000001 	 325799401729468928 	 443577717629473281 	 651598803458937856
133000001 	 330887957097703296 	 449696285796517505 	 661775914195406592
134000001 	 336016924175902912 	 455351419226315521 	 672033848351805824
135000001 	 341186317945551296 	 508411006336470913 	 682372635891102592
136000001 	 346396153276742272 	 514170515877684225 	 692792306553484544
137000001 	 351646444929824192 	 520511588484733057 	 703292889859648384
138000001 	 356937207557008384 	 526300597526031617 	 713874415114016768
139000001 	 362268455703941568 	 533879622161015169 	 724536911407883136
140000001 	 367640203811244928 	 539808436321613313 	 735280407622489856
141000001 	 373052466216020352 	 546079261681117825 	 746104932432040704
